rounded_timestamp,timestamp_uri,workhours,target_values_211,target_values_154,outside_temp_Eindhoven,1_0_target
2022-08-24 16:00:00,https://interconnectproject.eu/example/2022-08-24_160000,1,24.25,23.8,31.1,1
2022-08-11 13:00:00,https://interconnectproject.eu/example/2022-08-11_130000,1,23.5,23.4,31.1,1
2022-08-11 11:00:00,https://interconnectproject.eu/example/2022-08-11_110000,1,23.35,23.3,31.1,1
2022-08-12 11:00:00,https://interconnectproject.eu/example/2022-08-12_110000,1,23.7,23.4,31.0,1
2022-08-13 16:00:00,https://interconnectproject.eu/example/2022-08-13_160000,0,24.05,23.15,31.0,1
2022-08-11 12:00:00,https://interconnectproject.eu/example/2022-08-11_120000,1,23.45,23.35,31.0,1
2022-08-03 16:00:00,https://interconnectproject.eu/example/2022-08-03_160000,1,24.25,23.4,31.0,1
2022-09-05 13:00:00,https://interconnectproject.eu/example/2022-09-05_130000,1,24.1,23.05,30.9,1
2022-08-10 14:00:00,https://interconnectproject.eu/example/2022-08-10_140000,1,23.25,23.0,30.9,1
2022-08-24 13:00:00,https://interconnectproject.eu/example/2022-08-24_130000,1,24.4,23.6,30.9,1
2022-09-05 14:00:00,https://interconnectproject.eu/example/2022-09-05_140000,1,24.200000000000000,23.0,30.9,1
2022-08-11 16:00:00,https://interconnectproject.eu/example/2022-08-11_160000,1,23.65,23.7,30.9,1
2022-09-05 12:00:00,https://interconnectproject.eu/example/2022-09-05_120000,1,23.950000000000000,22.95,30.8,1
2022-08-13 10:00:00,https://interconnectproject.eu/example/2022-08-13_100000,0,23.9,23.1,30.6,1
2022-08-13 11:00:00,https://interconnectproject.eu/example/2022-08-13_110000,0,23.9,23.1,30.6,1
2022-06-23 13:00:00,https://interconnectproject.eu/example/2022-06-23_130000,1,24.8,23.4,30.6,1
2022-08-12 10:00:00,https://interconnectproject.eu/example/2022-08-12_100000,1,23.65,23.4,30.5,1
2022-07-19 20:00:00,https://interconnectproject.eu/example/2022-07-19_200000,0,25.75,25.0,30.4,1
2022-08-12 17:00:00,https://interconnectproject.eu/example/2022-08-12_170000,0,24.05,23.75,30.3,1
2022-08-10 13:00:00,https://interconnectproject.eu/example/2022-08-10_130000,1,23.2,22.9,30.3,1
2022-06-18 11:00:00,https://interconnectproject.eu/example/2022-06-18_110000,0,24.4,23.15,30.3,1
2022-06-17 15:00:00,https://interconnectproject.eu/example/2022-06-17_150000,1,24.55,23.9,30.3,1
2022-08-24 12:00:00,https://interconnectproject.eu/example/2022-08-24_120000,1,24.200000000000000,23.55,30.2,1
2022-07-24 16:00:00,https://interconnectproject.eu/example/2022-07-24_160000,0,24.9,24.1,30.2,1
2022-08-11 17:00:00,https://interconnectproject.eu/example/2022-08-11_170000,0,23.8,23.6,30.1,1
2022-06-23 12:00:00,https://interconnectproject.eu/example/2022-06-23_120000,1,24.75,23.4,30.1,1
2022-08-13 09:00:00,https://interconnectproject.eu/example/2022-08-13_090000,0,23.95,23.1,30.1,1
2022-07-24 15:00:00,https://interconnectproject.eu/example/2022-07-24_150000,0,24.8,24.1,30.0,1
2022-07-24 14:00:00,https://interconnectproject.eu/example/2022-07-24_140000,0,24.8,24.0,30.0,1
2022-06-17 14:00:00,https://interconnectproject.eu/example/2022-06-17_140000,1,24.65,23.25,30.0,1
2022-08-13 17:00:00,https://interconnectproject.eu/example/2022-08-13_170000,0,24.25,23.65,30.0,1
2022-08-03 11:00:00,https://interconnectproject.eu/example/2022-08-03_110000,1,24.1,23.2,30.0,1
2022-08-11 10:00:00,https://interconnectproject.eu/example/2022-08-11_100000,1,23.3,23.25,30.0,1
2022-09-05 11:00:00,https://interconnectproject.eu/example/2022-09-05_110000,1,23.65,22.9,30.0,1
2022-08-14 10:00:00,https://interconnectproject.eu/example/2022-08-14_100000,0,25.1,24.3,30.0,1
2022-08-10 15:00:00,https://interconnectproject.eu/example/2022-08-10_150000,1,23.25,22.9,29.9,1
2022-07-18 10:00:00,https://interconnectproject.eu/example/2022-07-18_100000,1,24.7,23.5,29.9,1
2022-08-12 09:00:00,https://interconnectproject.eu/example/2022-08-12_090000,1,23.75,23.4,29.8,1
2022-09-05 10:00:00,https://interconnectproject.eu/example/2022-09-05_100000,1,23.55,22.9,29.8,1
2022-06-17 16:00:00,https://interconnectproject.eu/example/2022-06-17_160000,1,24.45,23.95,29.8,1
2022-08-16 12:00:00,https://interconnectproject.eu/example/2022-08-16_120000,1,25.05,24.05,29.7,1
2022-08-14 17:00:00,https://interconnectproject.eu/example/2022-08-14_170000,0,25.6,24.75,29.7,1
2022-07-24 13:00:00,https://interconnectproject.eu/example/2022-07-24_130000,0,24.7,24.0,29.7,1
2022-09-05 15:00:00,https://interconnectproject.eu/example/2022-09-05_150000,1,24.15,22.95,29.6,1
2022-08-14 09:00:00,https://interconnectproject.eu/example/2022-08-14_090000,0,25.1,24.3,29.6,1
2022-06-18 15:00:00,https://interconnectproject.eu/example/2022-06-18_150000,0,24.85,23.4,29.6,1
2022-06-23 11:00:00,https://interconnectproject.eu/example/2022-06-23_110000,1,24.65,23.3,29.5,1
2022-08-10 16:00:00,https://interconnectproject.eu/example/2022-08-10_160000,1,23.3,23.0,29.5,1
2022-08-10 12:00:00,https://interconnectproject.eu/example/2022-08-10_120000,1,23.15,22.9,29.5,1
2022-08-03 12:00:00,https://interconnectproject.eu/example/2022-08-03_120000,1,24.05,23.25,29.5,1
2022-08-23 13:00:00,https://interconnectproject.eu/example/2022-08-23_130000,1,24.65,23.5,29.4,1
2022-06-17 13:00:00,https://interconnectproject.eu/example/2022-06-17_130000,1,24.55,23.2,29.4,1
2022-07-24 17:00:00,https://interconnectproject.eu/example/2022-07-24_170000,0,24.9,24.1,29.3,1
2022-06-18 10:00:00,https://interconnectproject.eu/example/2022-06-18_100000,0,24.45,23.15,29.3,1
2022-08-03 10:00:00,https://interconnectproject.eu/example/2022-08-03_100000,1,24.1,23.2,29.3,1
2022-08-02 14:00:00,https://interconnectproject.eu/example/2022-08-02_140000,1,24.15,23.1,29.3,1
2022-06-23 10:00:00,https://interconnectproject.eu/example/2022-06-23_100000,1,24.45,23.3,29.2,1
2022-08-23 14:00:00,https://interconnectproject.eu/example/2022-08-23_140000,1,24.6,23.45,29.2,1
2022-06-17 12:00:00,https://interconnectproject.eu/example/2022-06-17_120000,1,24.45,23.1,29.1,1
2022-08-02 15:00:00,https://interconnectproject.eu/example/2022-08-02_150000,1,23.95,23.1,29.1,1
2022-07-24 12:00:00,https://interconnectproject.eu/example/2022-07-24_120000,0,24.55,23.9,29.1,1
2022-08-24 11:00:00,https://interconnectproject.eu/example/2022-08-24_110000,1,24.15,23.5,29.1,1
2022-06-17 17:00:00,https://interconnectproject.eu/example/2022-06-17_170000,0,24.5,23.75,29.0,1
2022-09-05 09:00:00,https://interconnectproject.eu/example/2022-09-05_090000,1,23.5,22.9,28.9,1
2022-08-25 08:00:00,https://interconnectproject.eu/example/2022-08-25_080000,0,25.0,23.7,28.9,1
2022-06-18 16:00:00,https://interconnectproject.eu/example/2022-06-18_160000,0,24.8,23.65,28.9,1
2022-08-23 15:00:00,https://interconnectproject.eu/example/2022-08-23_150000,1,24.5,23.4,28.9,1
2022-07-19 07:00:00,https://interconnectproject.eu/example/2022-07-19_070000,0,25.65,24.05,28.9,1
2022-07-18 09:00:00,https://interconnectproject.eu/example/2022-07-18_090000,1,24.7,23.5,28.8,1
2022-08-16 14:00:00,https://interconnectproject.eu/example/2022-08-16_140000,1,25.2,24.1,28.8,1
2022-08-10 17:00:00,https://interconnectproject.eu/example/2022-08-10_170000,0,23.45,23.2,28.7,1
2022-06-23 16:00:00,https://interconnectproject.eu/example/2022-06-23_160000,1,24.5,23.3,28.7,1
2022-08-25 17:00:00,https://interconnectproject.eu/example/2022-08-25_170000,0,24.95,24.15,28.7,1
2022-08-10 11:00:00,https://interconnectproject.eu/example/2022-08-10_110000,1,23.1,22.9,28.7,1
2022-07-19 21:00:00,https://interconnectproject.eu/example/2022-07-19_210000,0,25.6,25.0,28.7,1
2022-08-23 12:00:00,https://interconnectproject.eu/example/2022-08-23_120000,1,24.7,23.4,28.7,1
2022-08-24 10:00:00,https://interconnectproject.eu/example/2022-08-24_100000,1,24.05,23.5,28.7,1
2022-08-16 13:00:00,https://interconnectproject.eu/example/2022-08-16_130000,1,25.15,24.1,28.5,1
2022-09-05 16:00:00,https://interconnectproject.eu/example/2022-09-05_160000,1,24.0,23.0,28.5,1
2022-06-17 11:00:00,https://interconnectproject.eu/example/2022-06-17_110000,1,24.45,23.1,28.5,1
2022-08-16 16:00:00,https://interconnectproject.eu/example/2022-08-16_160000,1,25.2,24.05,28.5,1
2022-09-06 14:00:00,https://interconnectproject.eu/example/2022-09-06_140000,1,24.1,23.25,28.4,1
2022-08-02 16:00:00,https://interconnectproject.eu/example/2022-08-02_160000,1,23.8,23.0,28.4,1
2022-07-20 11:00:00,https://interconnectproject.eu/example/2022-07-20_110000,1,26.0,24.4,28.4,1
2022-08-11 09:00:00,https://interconnectproject.eu/example/2022-08-11_090000,1,23.45,23.1,28.4,1
2022-08-16 10:00:00,https://interconnectproject.eu/example/2022-08-16_100000,1,24.9,24.0,28.4,1
2022-08-11 18:00:00,https://interconnectproject.eu/example/2022-08-11_180000,0,23.8,23.6,28.3,1
2022-08-23 16:00:00,https://interconnectproject.eu/example/2022-08-23_160000,1,24.4,23.5,28.3,1
2022-08-12 18:00:00,https://interconnectproject.eu/example/2022-08-12_180000,0,24.1,23.85,28.2,1
2022-08-16 15:00:00,https://interconnectproject.eu/example/2022-08-16_150000,1,25.25,24.1,28.2,1
2022-07-18 18:00:00,https://interconnectproject.eu/example/2022-07-18_180000,0,24.95,24.15,28.2,1
2022-09-06 13:00:00,https://interconnectproject.eu/example/2022-09-06_130000,1,24.0,23.2,28.1,1
2022-08-23 11:00:00,https://interconnectproject.eu/example/2022-08-23_110000,1,24.450000000000000,23.3,28.1,1
2022-08-14 08:00:00,https://interconnectproject.eu/example/2022-08-14_080000,0,25.25,24.3,28.1,1
2022-09-06 12:00:00,https://interconnectproject.eu/example/2022-09-06_120000,1,23.9,23.2,28.1,1
2022-08-10 10:00:00,https://interconnectproject.eu/example/2022-08-10_100000,1,23.05,22.9,28.1,1
2022-08-03 18:00:00,https://interconnectproject.eu/example/2022-08-03_180000,0,24.4,23.8,28.1,1
2022-06-23 14:00:00,https://interconnectproject.eu/example/2022-06-23_140000,1,24.9,23.55,28.1,1
2022-08-24 09:00:00,https://interconnectproject.eu/example/2022-08-24_090000,1,24.1,23.5,28.0,1
2022-08-02 13:00:00,https://interconnectproject.eu/example/2022-08-02_130000,1,24.35,23.15,28.0,1
2022-08-16 11:00:00,https://interconnectproject.eu/example/2022-08-16_110000,1,24.9,24.05,28.0,1
2022-09-04 13:00:00,https://interconnectproject.eu/example/2022-09-04_130000,0,23.6,23.0,28.0,1
2022-08-12 08:00:00,https://interconnectproject.eu/example/2022-08-12_080000,0,24.0,23.4,28.0,1
2022-05-19 10:00:00,https://interconnectproject.eu/example/2022-05-19_100000,1,24.3,23.35,27.9,1
2022-07-24 11:00:00,https://interconnectproject.eu/example/2022-07-24_110000,0,24.45,23.8,27.9,1
2022-06-18 09:00:00,https://interconnectproject.eu/example/2022-06-18_090000,0,24.55,23.2,27.9,1
2022-08-04 15:00:00,https://interconnectproject.eu/example/2022-08-04_150000,1,24.8,23.700000000000000,27.9,1
2022-06-23 17:00:00,https://interconnectproject.eu/example/2022-06-23_170000,0,24.55,23.55,27.8,1
2022-08-23 10:00:00,https://interconnectproject.eu/example/2022-08-23_100000,1,24.35,23.3,27.8,1
2022-09-03 13:00:00,https://interconnectproject.eu/example/2022-09-03_130000,0,22.7,22.2,27.8,1
2022-07-20 10:00:00,https://interconnectproject.eu/example/2022-07-20_100000,1,25.85,24.4,27.8,1
2022-09-04 12:00:00,https://interconnectproject.eu/example/2022-09-04_120000,0,23.45,22.95,27.8,1
2022-06-23 09:00:00,https://interconnectproject.eu/example/2022-06-23_090000,1,24.55,23.25,27.7,1
2022-08-24 17:00:00,https://interconnectproject.eu/example/2022-08-24_170000,0,24.4,23.9,27.7,1
2022-08-03 09:00:00,https://interconnectproject.eu/example/2022-08-03_090000,1,24.25,23.2,27.7,1
2022-08-09 14:00:00,https://interconnectproject.eu/example/2022-08-09_140000,1,23.0,23.05,27.7,1
2022-05-18 13:00:00,https://interconnectproject.eu/example/2022-05-18_130000,1,24.3,23.1,27.6,1
2022-06-29 13:00:00,https://interconnectproject.eu/example/2022-06-29_130000,1,24.25,23.05,27.6,1
2022-08-02 12:00:00,https://interconnectproject.eu/example/2022-08-02_120000,1,24.45,23.1,27.6,1
2022-09-06 15:00:00,https://interconnectproject.eu/example/2022-09-06_150000,1,24.1,23.15,27.6,1
2022-09-04 15:00:00,https://interconnectproject.eu/example/2022-09-04_150000,0,23.7,23.1,27.6,1
2022-08-13 08:00:00,https://interconnectproject.eu/example/2022-08-13_080000,0,24.3,23.15,27.6,1
2022-06-23 15:00:00,https://interconnectproject.eu/example/2022-06-23_150000,1,24.6,23.4,27.5,1
2022-09-03 14:00:00,https://interconnectproject.eu/example/2022-09-03_140000,0,22.7,22.15,27.5,1
2022-09-05 17:00:00,https://interconnectproject.eu/example/2022-09-05_170000,0,23.85,23.1,27.5,1
2022-08-02 11:00:00,https://interconnectproject.eu/example/2022-08-02_110000,1,24.2,23.1,27.5,1
2022-06-29 16:00:00,https://interconnectproject.eu/example/2022-06-29_160000,1,24.6,23.1,27.5,1
2022-07-13 11:00:00,https://interconnectproject.eu/example/2022-07-13_110000,1,27.0,24.65,27.4,1
2022-08-04 14:00:00,https://interconnectproject.eu/example/2022-08-04_140000,1,25.200000000000000,23.8,27.4,1
2022-09-04 14:00:00,https://interconnectproject.eu/example/2022-09-04_140000,0,23.7,23.05,27.4,1
2022-08-02 17:00:00,https://interconnectproject.eu/example/2022-08-02_170000,0,23.9,23.25,27.4,1
2022-07-12 13:00:00,https://interconnectproject.eu/example/2022-07-12_130000,1,24.4,22.9,27.3,1
2022-08-23 17:00:00,https://interconnectproject.eu/example/2022-08-23_170000,0,24.35,23.6,27.3,1
2022-06-29 11:00:00,https://interconnectproject.eu/example/2022-06-29_110000,1,24.1,23.0,27.3,1
2022-07-12 14:00:00,https://interconnectproject.eu/example/2022-07-12_140000,1,24.5,23.0,27.3,1
2022-06-29 14:00:00,https://interconnectproject.eu/example/2022-06-29_140000,1,24.4,23.1,27.2,1
2022-07-19 22:00:00,https://interconnectproject.eu/example/2022-07-19_220000,0,25.45,25.0,27.2,1
2022-07-24 18:00:00,https://interconnectproject.eu/example/2022-07-24_180000,0,24.8,24.1,27.2,1
2022-09-03 15:00:00,https://interconnectproject.eu/example/2022-09-03_150000,0,22.8,22.1,27.2,1
2022-08-04 13:00:00,https://interconnectproject.eu/example/2022-08-04_130000,1,25.05,23.8,27.2,1
2022-06-29 17:00:00,https://interconnectproject.eu/example/2022-06-29_170000,0,25.35,23.35,27.2,1
2022-05-18 14:00:00,https://interconnectproject.eu/example/2022-05-18_140000,1,24.2,23.0,27.2,1
2022-09-02 14:00:00,https://interconnectproject.eu/example/2022-09-02_140000,1,23.1,22.65,27.1,1
2022-06-29 09:00:00,https://interconnectproject.eu/example/2022-06-29_090000,1,23.85,23.0,27.1,1
2022-07-20 15:00:00,https://interconnectproject.eu/example/2022-07-20_150000,1,25.950000000000000,24.3,27.1,1
2022-06-29 10:00:00,https://interconnectproject.eu/example/2022-06-29_100000,1,23.950000000000000,23.0,27.1,1
2022-09-06 11:00:00,https://interconnectproject.eu/example/2022-09-06_110000,1,23.75,23.2,27.1,1
2022-07-12 12:00:00,https://interconnectproject.eu/example/2022-07-12_120000,1,24.3,22.9,27.0,1
2022-08-24 08:00:00,https://interconnectproject.eu/example/2022-08-24_080000,0,24.3,23.5,27.0,1
2022-05-18 12:00:00,https://interconnectproject.eu/example/2022-05-18_120000,1,24.2,23.0,27.0,1
2022-08-04 16:00:00,https://interconnectproject.eu/example/2022-08-04_160000,1,24.6,23.8,27.0,1
2022-08-09 15:00:00,https://interconnectproject.eu/example/2022-08-09_150000,1,23.0,23.05,27.0,1
2022-09-03 12:00:00,https://interconnectproject.eu/example/2022-09-03_120000,0,22.55,22.15,27.0,1
2022-07-12 15:00:00,https://interconnectproject.eu/example/2022-07-12_150000,1,24.5,23.0,27.0,1
2022-09-02 13:00:00,https://interconnectproject.eu/example/2022-09-02_130000,1,23.1,22.6,26.9,1
2022-07-18 08:00:00,https://interconnectproject.eu/example/2022-07-18_080000,0,24.8,23.5,26.9,1
2022-09-04 11:00:00,https://interconnectproject.eu/example/2022-09-04_110000,0,23.25,22.8,26.9,1
2022-06-18 08:00:00,https://interconnectproject.eu/example/2022-06-18_080000,0,24.8,23.2,26.9,1
2022-09-04 16:00:00,https://interconnectproject.eu/example/2022-09-04_160000,0,23.7,23.1,26.9,1
2022-08-09 13:00:00,https://interconnectproject.eu/example/2022-08-09_130000,1,22.9,22.9,26.9,1
2022-08-14 18:00:00,https://interconnectproject.eu/example/2022-08-14_180000,0,25.4,24.7,26.9,1
2022-05-17 15:00:00,https://interconnectproject.eu/example/2022-05-17_150000,1,23.95,22.85,26.9,1
2022-09-02 12:00:00,https://interconnectproject.eu/example/2022-09-02_120000,1,22.95,22.6,26.9,1
2022-06-18 17:00:00,https://interconnectproject.eu/example/2022-06-18_170000,0,24.9,23.95,26.9,1
2022-08-23 09:00:00,https://interconnectproject.eu/example/2022-08-23_090000,1,24.3,23.3,26.9,1
2022-05-18 15:00:00,https://interconnectproject.eu/example/2022-05-18_150000,1,24.15,23.1,26.9,1
2022-06-29 15:00:00,https://interconnectproject.eu/example/2022-06-29_150000,1,24.15,23.1,26.9,1
2022-06-17 10:00:00,https://interconnectproject.eu/example/2022-06-17_100000,1,24.4,23.1,26.9,1
2022-09-02 11:00:00,https://interconnectproject.eu/example/2022-09-02_110000,1,22.8,22.6,26.8,1
2022-08-16 09:00:00,https://interconnectproject.eu/example/2022-08-16_090000,1,24.95,24.0,26.8,1
2022-07-20 14:00:00,https://interconnectproject.eu/example/2022-07-20_140000,1,26.3,24.4,26.8,1
2022-07-24 10:00:00,https://interconnectproject.eu/example/2022-07-24_100000,0,24.4,23.8,26.8,1
2022-06-29 12:00:00,https://interconnectproject.eu/example/2022-06-29_120000,1,24.65,23.05,26.8,1
2022-05-17 14:00:00,https://interconnectproject.eu/example/2022-05-17_140000,1,24.0,22.85,26.7,1
2022-07-12 11:00:00,https://interconnectproject.eu/example/2022-07-12_110000,1,23.95,22.85,26.7,1
2022-06-23 08:00:00,https://interconnectproject.eu/example/2022-06-23_080000,0,24.8,23.2,26.7,1
2022-08-09 16:00:00,https://interconnectproject.eu/example/2022-08-09_160000,1,22.95,23.05,26.7,1
2022-05-17 16:00:00,https://interconnectproject.eu/example/2022-05-17_160000,1,23.8,22.9,26.7,1
2022-08-25 07:00:00,https://interconnectproject.eu/example/2022-08-25_070000,0,24.8,23.8,26.7,1
2022-08-02 10:00:00,https://interconnectproject.eu/example/2022-08-02_100000,1,24.1,23.1,26.7,1
2022-06-22 14:00:00,https://interconnectproject.eu/example/2022-06-22_140000,1,24.0,22.8,26.6,1
2022-07-13 12:00:00,https://interconnectproject.eu/example/2022-07-13_120000,1,26.7,24.85,26.6,1
2022-09-05 08:00:00,https://interconnectproject.eu/example/2022-09-05_080000,0,23.45,22.8,26.6,1
2022-09-02 15:00:00,https://interconnectproject.eu/example/2022-09-02_150000,1,23.2,23.15,26.6,1
2022-08-13 18:00:00,https://interconnectproject.eu/example/2022-08-13_180000,0,24.3,23.8,26.6,1
2022-06-17 18:00:00,https://interconnectproject.eu/example/2022-06-17_180000,0,24.5,23.7,26.5,1
2022-08-12 07:00:00,https://interconnectproject.eu/example/2022-08-12_070000,0,24.2,23.45,26.5,1
2022-07-12 16:00:00,https://interconnectproject.eu/example/2022-07-12_160000,1,24.3,22.95,26.5,1
2022-08-04 08:00:00,https://interconnectproject.eu/example/2022-08-04_080000,0,24.8,23.8,26.5,1
2022-07-17 14:00:00,https://interconnectproject.eu/example/2022-07-17_140000,0,24.25,23.8,26.5,1
2022-05-15 14:00:00,https://interconnectproject.eu/example/2022-05-15_140000,0,23.2,22.6,26.5,1
2022-05-15 15:00:00,https://interconnectproject.eu/example/2022-05-15_150000,0,23.3,22.7,26.4,1
2022-06-22 15:00:00,https://interconnectproject.eu/example/2022-06-22_150000,1,23.95,22.8,26.4,1
2022-09-06 16:00:00,https://interconnectproject.eu/example/2022-09-06_160000,1,24.05,23.1,26.4,1
2022-08-10 09:00:00,https://interconnectproject.eu/example/2022-08-10_090000,1,23.15,22.9,26.4,1
2022-08-11 08:00:00,https://interconnectproject.eu/example/2022-08-11_080000,0,23.700000000000000,23.1,26.4,1
2022-06-22 16:00:00,https://interconnectproject.eu/example/2022-06-22_160000,1,23.8,22.85,26.4,1
2022-05-17 13:00:00,https://interconnectproject.eu/example/2022-05-17_130000,1,24.1,22.8,26.3,1
2022-08-09 12:00:00,https://interconnectproject.eu/example/2022-08-09_120000,1,22.9,22.9,26.3,1
2022-05-17 12:00:00,https://interconnectproject.eu/example/2022-05-17_120000,1,23.55,22.8,26.3,1
2022-08-15 15:00:00,https://interconnectproject.eu/example/2022-08-15_150000,1,24.95,23.95,26.3,1
2022-07-20 09:00:00,https://interconnectproject.eu/example/2022-07-20_090000,1,25.9,24.4,26.3,1
2022-07-13 10:00:00,https://interconnectproject.eu/example/2022-07-13_100000,1,26.85,24.45,26.3,1
2022-08-03 08:00:00,https://interconnectproject.eu/example/2022-08-03_080000,0,24.55,23.3,26.2,1
2022-08-22 14:00:00,https://interconnectproject.eu/example/2022-08-22_140000,1,24.4,23.2,26.2,1
2022-08-22 15:00:00,https://interconnectproject.eu/example/2022-08-22_150000,1,24.25,23.15,26.2,1
2022-08-18 14:00:00,https://interconnectproject.eu/example/2022-08-18_140000,1,24.8,23.7,26.2,1
2022-08-04 09:00:00,https://interconnectproject.eu/example/2022-08-04_090000,1,24.8,23.8,26.2,1
